id;pitch_bigrams_values
JohnColtrane_Nutty_FINAL.sv;62,63:63,65:65,67:63,62:62,60:62,65:60,62:65,63:68,66:66,65:65,62:60,58:58,60:61,62:67,69:67,65:67,66:71,68:70,69:69,68:69,67:67,68:63,61:68,64:71,69:67,70:65,64:66,63:60,59:55,57:65,70:70,67:67,63:69,71:61,63:69,70:65,61:69,72:72,69:68,67:73,71:63,66:64,61:59,56:59,55:63,60:70,71:60,63:53,55:61,64:66,67:66,69:64,63:65,68:57,59:62,67:72,70:55,56:64,67:57,58:68,71:58,53:60,61:64,60:55,60:70,66:56,58:64,59:63,67:70,65:56,55:58,57:62,64:73,70:58,61:67,62:61,59:54,53:53,51:65,69:60,65:57,53:71,70:68,72:66,62:70,68:69,73:66,64:74,73:73,69:64,65:67,64:72,73:59,57:69,65:71,73:56,54:51,50:59,62:53,62:66,70:61,60:61,57:53,56:64,68:51,53:59,58:68,65:62,58:65,66:57,55:71,72:72,68:61,65:75,71:74,70:73,72:72,71:62,61:49,51:50,53:73,74:66,68:70,73:57,56:68,73:69,66:47,46:53,60:56,57:59,61:58,67:70,74:62,66:63,59:56,68:68,70:64,66:60,64:69,74:55,53:51,49:64,62:56,60:55,62:72,74:64,72:66,61:63,72:57,60:53,50:50,49:68,69:55,58:70,75:70,72:55,54:58,55:54,55:71,75:74,72:57,61:65,60:50,47:46,67:62,53:74,68:60,56:56,53:58,56:56,51:58,68:66,66:65,71:69,60:70,53:59,60:55,55:49,47:46,65:62,55:60,55:67,71:69,63:74,66:64,70:68,74:74,77:77,73:72,75:65,74:58,52:52,54:49,50:68,68:69,64:69,75:75,68:75,70:60,60:64,58:54,51:49,48:48,47:47,45:45,47:47,49:51,55:58,58:53,57:57,63:62,59:58,45:45,49:49,53:50,54:54,57:57,57:57,54:69,69:63,69:69,61:61,61:72,67:65,65:62,70:59,53:53,63:53,66:62,68:59,67:67,58:68,75:75,75:75,79:79,80:80,79:79,75:75,72:63,55:55,61:62,73:66,57:73,55:75,48:48,50:65,57:70,45:45,50:50,55:55,49:58,65:65,58:68,58:66,72:61,74:61,73:53,67:55,59:53,58
JohnColtrane_Oleo_FINAL.sv;62,60:60,58:62,63:63,62:65,62:60,62:65,63:65,67:58,60:63,65:64,65:67,65:69,67:67,69:67,63:58,58:62,65:58,55:69,70:63,60:62,64:65,69:70,69:64,60:70,67:60,64:63,64:61,62:63,59:59,62:60,65:60,59:63,70:70,66:66,65:68,67:67,64:69,65:65,70:64,61:55,63:57,60:64,67:67,70:67,62:60,63:58,57:61,65:71,72:72,71:71,69:60,56:55,58:69,72:65,64:62,66:70,65:66,67:65,60:69,71:73,74:72,70:67,68:68,65:65,68:64,62:66,63:62,67:69,64:63,63:54,53:53,63:63,61:53,57:57,53:53,58:55,53:58,62:59,56:70,71:56,53:53,55:58,53:55,57:70,68:67,71:60,55:60,69:57,56:56,58:70,70:74,73:67,67:74,72:65,61:62,58:60,57:60,60:72,69:69,68:63,67:58,63:58,65:58,54:71,74:65,65:59,60:50,53:55,62:55,60:58,56:56,55:53,51:51,58:58,61:56,59:71,68:68,64:61,70:68,71:71,67:71,66:66,62:62,61:66,69:55,59:57,62:60,67:64,63:71,73:73,72:71,70:67,74:59,61:61,63:53,62:53,60:72,73:74,71:69,61:64,68:68,66:65,66:56,65:67,66:63,58:62,53:56,64:56,52:52,55:55,54:54,70:59,58:58,67:69,69:64,69:67,60:70,73:73,71:72,67:62,72:61,58:57,55:57,58:74,57:57,57:59,66:61,56:53,61:61,61:68,69:61,57:57,54
JohnColtrane_Soultrane_FINAL.sv;62,63:68,67:67,65:65,63:63,61:60,62:65,67:67,68:70,68:69,70:63,62:61,62:63,65:63,66:62,60:68,70:62,64:58,56:56,59:59,58:67,63:66,67:63,63:70,72:63,60:60,58:58,60:64,65:71,70:67,69:70,69:62,58:60,56:58,57:57,58:70,67:66,70:70,73:68,66:66,63:59,63:68,63:73,72:60,61:63,59:69,68:58,55:65,64:53,58:58,59:59,61:73,71:61,59:67,58:72,71:66,62:61,60:72,73:53,56:56,60:60,63:56,58:67,62:62,65:63,67:67,66:55,57:70,70:72,67:62,62:54,56:61,68:68,71:56,53:53,62:61,67:64,60:64,64:65,60:59,60:56,55:55,53:61,63:66,68:65,68:67,64:64,62:62,66:60,67:68,69:71,66:62,61:58,63:64,66:72,60:60,53:61,58:58,51:51,56:66,69:58,68:67,70:72,75:75,73:64,63:63,68:69,67:58,52:52,55:57,54:54,55:65,66:55,62:55,61:62,54:56,61:71,69:66,65:70,71:71,72:60,55:55,58:57,60:58,53:58,54:71,68:66,53:63,70:73,70:65,62:64,72:72,64:72,74:74,75:75,72:72,70:59,66:56,51:51,58:68,75:75,71:63,58:55,63:58,66:58,62
JohnColtrane_SoWhat_FINAL.sv;61,62:65,67:67,69:67,65:64,65:62,64:62,65:69,72:69,67:57,59:59,61:72,69:63,63:65,62:65,69:64,62:69,71:64,61:72,71:69,64:64,67:62,61:73,74:69,69:62,67:61,63:69,62:67,64:65,57:62,62:66,65:61,59:74,73:65,61:71,72:71,69:67,66:65,65:74,69:70,69:62,57:56,58:72,70:58,60:65,66:73,72:59,58:58,57:57,53:53,52:52,50:50,53:55,57:68,67:65,64:69,65:60,61:67,67:72,74:57,55:53,56:63,66:66,68:72,68:70,66:66,70:70,68:68,69:65,63:56,57:57,60:60,56:54,53:63,65:73,77:77,75:75,73:53,55:69,73:74,74:69,74:69,68:59,57:71,67:69,70:62,60:61,64:64,69:57,62:74,72:62,70:55,53:58,59:59,60:60,63:68,70:70,72:68,72:70,64:65,68:68,66:66,61:63,56:60,58:58,54:53,51:51,56:56,56:56,61:61,58:58,62:62,58:58,63:70,73:77,77:75,75:71,70:66,63:63,57:53,57:71,76:76,57:73,71:71,64:73,64:67,71:71,73:74,68:68,73:73,69:62,69:57,56:56,55:69,60:60,65:71,62:63,58:58,53:56,54:54,56:68,58:63,64:63,68:63,61:66,73:66,64:69,76:76,79:79,77:77,76:76,74:74,76:76,72:72,72:67,72:72,73:72,67:57,61:68,71:60,59:55,54
JohnColtrane_Trane'sBlues_FINAL.sv;67,65:65,63:63,62:63,65:68,67:62,60:60,58:62,63:70,69:63,67:65,65:63,61:72,70:65,67:70,70:66,65:69,67:61,62:58,63:67,70:67,66:66,67:61,63:65,60:63,60:60,63:69,70:64,63:67,63:65,68:69,68:70,71:65,61:62,58:67,69:65,66:66,64:68,66:58,60:62,62:61,60:62,65:58,58:63,64:58,61:67,67:67,68:68,65:74,72:74,75:73,72:58,62:65,64:60,60:70,67:65,70:71,66:64,68:58,68:60,59:60,56:63,58:63,69:62,61:66,62:60,65:61,57:54,63:59,54:61,59:62,64:58,67:71,70:70,65:72,74:72,72:66,66:60,67:63,63:60,62:58,55:64,65:68,70:70,68:61,58:71,68:70,59:59,63:69,73:73,71:67,64:64,60:59,61:63,66:58,66:67,58:60,61:56,62:59,56:56,58:57,54:58,59:59,58:64,61:59,65:65,58:68,69:66,70:65,69:70,66:58,70:71,74:75,72:72,75:75,74:68,73:72,68:66,71:64,67:58,54:54,53:53,63:64,66:65,59:59,60:60,55:55,59:54,58:58,65:65,62:67,61:56,55:55,63:63,59:59,62:57,58:55,64:66,68:70,63:68,75:75,67:70,72:74,73:68,68:63,73:73,74:75,73:62,74:75,71:64,74:69,72:70,73:73,63:68,72:61,70:63,68:55,58
JoshuaRedman_BluesOnSunday_FINAL.sv;69,68:68,66:66,63:58,60:68,67:63,65:51,54:70,69:63,66:56,58:63,63:62,63:61,60:60,56:55,58:70,68:54,51:56,57:55,51:55,56:65,67:72,71:71,70:58,61:65,64:62,65:75,73:73,70:56,55:78,75:68,69:58,51:65,62:67,68:77,78:66,67:71,72:74,75:60,58:73,72:70,63:63,61:61,58:56,54:58,56:60,61:51,55:67,70:61,62:63,69:72,73:60,62:64,65:75,63:63,70:67,65:51,48:72,70:63,68:58,57:57,56:51,51:51,56:49,51:56,51:61,63:67,66:65,66:63,58:65,63:67,63:58,54:54,55:57,58:58,55:67,64:68,70:73,74:64,63:63,60:56,53:53,62:87,87:86,87:84,87:48,51:71,73:54,56:57,55:51,65:65,61:51,49:51,53:66,68:67,69:69,67:65,68:64,61:54,58:63,64:64,55:60,55:60,63:63,67:70,72:72,75:70,77:70,71:66,66:69,70:64,67:66,65:62,58:66,61:58,53:57,60:70,74:72,68:84,86:87,80:87,75:88,88:75,85:87,63:66,77:49,48:48,56:51,46:54,48:48,49:49,56:57,51:53,54:68,60:65,58:63,51:54,71:63,72:73,69:69,72:69,65:61,57:57,52:52,49:51,64:64,66:66,62:54,53:53,51:75,74:74,70:78,79:79,75:75,75:66,71:66,72:70,70:70,73:61,64:68,59:59,60:55,53:53,58:62,66:62,60:63,54:54,66:68,78:68,72:70,58:58,65:53,63:55,57:60,59:59,58:60,65:75,72:65,74:74,73:60,64:65,70:68,71:69,61:61,68:75,70:61,71:70,75:75,87:87,81:81,84:80,84:80,85:85,86:75,81:81,85:85,88:88,75:85,87:87,88:88,63:66,84:67,84:70,84:85,73:73,82:82,72:72,78:75,77:69,63:67,72:58,58:63,62:62,61:61,53:53,60:53,56:53,49:48,46:46,51:51,50:50,49:49,50:50,55:55,59:59,66:66,64:64,59:59,57:55,61:56,56:46,45:45,44:44,53:53,50:50,51:51,60:46,49
JoshuaRedman_HomeFries_FINAL.sv;75,75:68,66:70,68:67,65:69,70:57,56:56,54:57,58:66,67:66,63:56,53:54,56:65,64:63,65:63,60:61,58:61,63:63,62:62,63:61,60:60,58:58,57:59,57:67,70:54,55:58,60:63,63:65,63:55,58:72,70:60,63:53,51:56,57:66,62:67,68:53,56:65,66:72,74:68,67:63,61:63,66:51,54:58,61:62,61:59,60:75,72:64,67:65,67:66,65:64,63:60,59:58,56:53,54:55,56:60,61:65,61:69,72:51,53:56,58:61,65:72,69:70,72:74,72:70,69:74,75:62,59:68,69:69,68:51,49:68,72:65,65:66,68:54,57:61,59:64,62:48,51:55,53:58,68:77,76:76,75:72,68:70,66:63,67:67,66:72,73:73,65:65,69:72,71:62,60:56,51:51,48:48,47:53,55:64,61:58,59:59,61:68,65:67,63:59,58:63,64:63,74:69,63:60,56:70,67:58,55:56,60:68,73:71,67:58,53:55,51:46,45:56,55:53,52:60,66:70,65:58,54:65,68:67,69:78,75:68,68:78,79:79,75:75,77:75,74:82,81:81,78:63,69:54,51:51,56:58,51:51,57:51,51:56,56:59,56:56,59:60,65:65,58:58,64:57,48:51,55:51,45:45,48:48,49:49,50:50,59:67,77:62,67:68,70:66,58:58,62:61,53:53,57:57,60:57,53:55,70:65,57:57,63:62,70:70,79:79,72:71,64:64,70:70,60:60,68:66,57:58,65:63,54:54,62:47,55:58,52:52,54:56,64:65,72:71,69:57,55:54,58:64,75:75,62:53,61:61,62:63,70:68,63:63,72:72,63:74,70:70,70:73,66:66,69:69,71:70,64:64,68:62,66:66,64:57,59:61,57:49,46:45,59:59,51:57,61:55,54:54,53:52,50:50,51:49,48:48,46:45,55:49,53:52,51:60,54:65,60:72,65:66,74:74,67:69,67:67,67:65,62:58,58:60,70:67,58:60,77:77,78:75,73:73,70:66,70:70,83:83,81:81,80:80,78:77,72:72,72:69,75:75,71:67,64:60,71:71,72:74,68:73,75:74,77:77,74:77,79:79,82:82,84:84,85:85,86:86,82:75,78:75,80:80,82:82,75:75,84:84,82:78,78:78,77:65,71:71,68:63,59:59,62:62,65:55,69:70,73:73,69:64,65:54,47:47,48:47,46
JoshuaRedman_IGotYou_FINAL.sv;65,62:74,72:72,74:67,66:67,65:62,60:66,65:55,53:53,50:69,67:76,77:64,62:60,57:63,64:64,67:50,53:68,67:62,57:62,63:56,55:48,50:58,55:62,65:57,60:69,71:72,69:60,64:71,74:62,62:71,69:57,53:57,59:50,48:53,54:54,50:53,55:55,58:59,62:65,67:67,68:60,61:61,64:64,66:66,69:60,65:69,65:62,76:77,76:62,61:61,62:70,71:65,69:62,67:53,60:59,55:69,68:64,69:66,62:55,52:52,55:74,74:77,79:65,66:54,56:50,52:52,53:50,56:50,60:60,59:59,58:58,59:60,56:55,50:50,57:71,72:74,75:75,77:77,75:75,76:76,72:77,71:77,70:74,73:73,72:69,64:65,61:55,57:53,52:52,50:50,76:77,69:62,70:74,71:71,73:73,71:67,71:71,66:66,64:62,58:55,64:61,57:52,49:49,54:54,52:52,47:47,45:45,51:51,52:55,56:56,58:58,60:69,63:57,54:54,62:57,72:72,77:79,80:80,82:82,72:72,71:71,77:79,74:74,83:83,87:87,83:83,80:80,77:77,77:77,74:72,67:66,67:67,69:60,60:57,57:62,64:67,64:64,65:57,50:50,54:54,57:57,55:53,48
JoshuaRedman_SweetSorrow_FINAL.sv;72,70:70,72:66,63:63,65:67,65:70,70:68,66:74,73:67,70:60,58:55,53:48,46:60,62:67,66:61,58:56,51:68,67:73,70:70,69:70,68:65,67:50,49:58,56:51,54:63,61:51,53:65,63:69,68:62,61:78,75:75,73:63,68:72,73:58,55:64,63:74,72:59,61:61,60:53,51:49,48:46,48:50,54:57,58:63,60:54,51:69,67:65,66:66,65:65,64:76,78:63,62:62,60:55,58:78,74:68,63:63,67:50,48:67,63:60,63:51,50:48,49:49,50:46,50:54,57:54,58:58,54:54,55:55,57:56,55:55,51:58,61:61,56:73,69:53,55:66,68:60,59:75,76:58,57:57,56:51,56:73,71:71,70:61,63:65,68:68,72:53,57:58,60:70,67:65,62:69,72:63,66:70,71:48,50:69,70:70,74:62,67:72,74:75,74:72,69:62,62:73,75:75,75:77,78:78,79:79,82:78,78:67,67:72,67:65,60:73,78:86,71:71,84:84,86:58,59:59,55:46,49:49,46:46,45:45,46:57,52:52,50:54,48:48,48:48,52:52,46:57,54:57,57:58,52:52,52:52,60:62,63:62,58:56,73:61,61:51,63:68,65:65,61:56,57:57,55:57,53:53,49:49,70:70,76:76,75:75,71:71,69:64,62:61,64:64,68:67,75:66,66:66,70:56,54:55,63:63,63:63,72:72,75:73,65:63,58:55,60:62,74:53,60:60,55:58,76:70,66:68,70:71,66:66,64:63,59:59,57:57,62:61,53:57,60:50,55:53,50:46,55:61,65:65,69:74,70:74,67:70,64:71,74:74,78:73,72:69,62:74,66:66,69:72,76:76,77:79,79:82,77:66,84:84,85:85,81:81,80:80,81:81,62:62,80:80,80:80,78:63,64:64,67:54,72:60,61:65,65:67,72:67,73:75,72:60,65:73,74:53,54:54,62:62,57:58,66:66,60:62,72:70,73:73,68:66,67:66,74:70,75:79,81:81,81:81,79:82,82:82,81:81,84:84,83:83,86:86,82:82,79:79,77:77,74:74,74:58,58:55,54:54,50:49,47
JoshuaRedman_TearsInHeaven_FINAL.sv;60,58:62,63:63,62:58,55:58,60:62,58:60,62:62,60:60,57:55,58:65,67:70,72:72,70:70,67:73,74:61,60:58,58:67,65:58,53:64,65:50,51:74,75:72,73:54,53:57,57:61,62:61,58:63,61:65,64:65,65:53,58:50,53:53,55:55,53:53,50:67,70:75,74:74,72:65,60:57,53:62,61:56,53:53,60:57,58:58,62:55,62:60,56:55,51:58,57:53,51:51,50:57,55:55,55:65,63:72,71:63,65:62,62:60,53:55,50:72,74:67,72:74,70:53,63:62,65:69,72:67,63:63,58:54,50:50,48:58,63:57,60:55,54:54,57:60,63:58,50:50,58:55,57:57,54:57,50:56,56:56,55:60,61:62,67:67,66:51,49:51,60:71,69:69,67:53,61:56,54:58,61:67,68:60,60:69,70:72,67:74,73:64,62:62,55:58,64:67,62:51,63:63,67:72,69:69,65:51,62:61,56:65,69:51,48:48,54:48,46:46,62:61,55:53,57:60,55:50,54:63,66:66,62:50,50:50,56:55,56:56,58:54,55:51,55:55,60:66,61:56,57:53,54:49,50:62,57:58,67:67,58:60,69:69,68:68,60:62,70:70,69:69,62:67,74:74,69:70,74:63,72:70,71:50,60:58,54:54,51:58,56:53,64:61,61:60,67:70,68:68,67:68,65:63,64:64,60:57,56:53,56:49,64:68,69:66,65:71,72:73,70:70,75:75,76:76,77:77,79:79,72:73,72:71,70:67,69:65,61:58,73:75,72:64,63:55,65:65,62:50,55:63,60:48,55
LesterYoung_AfterTheatreJump_FINAL.sv;61,58:52,53:53,56:65,61:56,61:53,54:56,52:61,63:63,65:63,61:64,65:67,65:61,61:56,53:61,64:64,61:54,52:52,58:65,67:58,56:58,61:58,53:62,60:65,65:61,59:62,63:58,62:66,64:65,64:58,46:46,52:55,53:59,60:61,56:60,55:61,53:54,61:61,52:58,54:53,63:63,62:63,63:65,63:67,66:61,65:72,67:60,56:51,51:44,56:52,45:63,64:58,52:65,68:54,51:51,53:59,59:59,58:56,56:58,68:68,66:66,67:54,56:60,67:65,74:74,72:67,62:60,64:60,58:56,55:53,55:55,63:58,65:59,53:53,52:53,61:58,63:54,58:58,58:61,60:60,63:63,60:60,61:58,59:56,59:56,58:54,53:53,51:51,52:56,44:45,57:57,46:46,44:53,45:45,46:46,63:64,63:46,58:58,64:64,58:52,46:62,58:45,51:51,57:57,62:53,62:68,71:71,72:65,60:53,59:55,73:73,71:71,68:68,67:59,56:56,54:52,51:51,49:49,52:68,65:64,66
LesterYoung_BodyAndSoul_FINAL.sv;61,58:51,53:53,54:53,56:61,61:53,51:54,58:53,53:50,51:56,53:60,61:58,60:58,54:57,60:57,59:53,50:51,54:58,58:56,60:60,63:63,60:54,51:51,46:54,57:58,53:51,49:50,48:58,50:50,53:49,53:58,57:61,63:60,58:46,53:65,61:53,49:49,51:54,56:58,61:60,56:64,65:57,56:59,57:50,52:53,57:59,55:55,52:52,55:60,57:52,48:51,48:46,51:54,53:63,61:57,53:56,56:63,65:56,51:49,55:55,56:48,47:47,46:46,46:60,60:53,58:58,64:65,67:67,65:65,60:63,58:51,52:52,53:60,64:56,61:61,57:59,50:52,54:57,57:57,62:62,64:64,64:64,62:62,58:52,50:54,55:55,58:60,52:52,49:49,50:50,50:60,59:55,59:59,62:62,61:61,60:57,50:48,52:55,51:48,51:51,55:55,50:50,55:55,49:53,52:48,48:48,49:56,58:58,56:56,62:62,63:48,53:56,57:56,63:49,52:52,56:56,52:52,51:56,55:55,54:51,50:48,50:48,46
LesterYoung_D.B.Blues_FINAL.sv;61,61:55,58:61,62:51,53:58,61:50,51:53,51:53,55:58,53:63,65:65,63:55,53:62,58:53,58:63,61:53,54:58,55:62,63:62,62:65,62:52,53:54,53:56,58:60,55:52,55:53,49:49,50:61,63:65,66:66,65:63,63:64,65:53,50:61,60:60,60:51,52:58,58:58,62:65,68:68,71:71,73:73,74:62,65:62,60:58,52:62,61:50,53:58,54:54,55:63,58:63,64:53,69:69,65:62,68:68,56:56,55:55,63:63,55:55,54:54,52:51,50:53,56:62,53:60,58:58,56:58,60:51,56:49,51:51,49:62,64:74,71:71,62:74,67:67,69:69,62:53,52:55,62:60,50:54,51:53,60:60,61:65,70:70,67:67,65:58,57:57,62:62,57:57,55:55,50:51,54:54,48:48,54:54,58
LesterYoung_DestinationK.C._FINAL.sv;52,53:55,60:63,64:60,55:52,55:62,63:64,65:55,57:53,52:62,60:60,60:65,63:53,55:55,52:60,57:60,62:66,67:55,53:54,55:51,52:63,62:65,66:67,65:57,55:57,62:57,60:58,55:55,56:53,54:63,65:55,63:64,60:55,51:53,51:55,58:62,58:50,52:65,62:59,60:67,68:50,55:72,70:63,60:53,53:64,67:71,72:67,64:64,63:62,55:63,63:66,66:55,54:60,56:56,57:57,63:63,55:55,55:57,52:58,62:64,66:66,65:65,64:64,62:55,50:53,50:53,57:60,65:65,70:70,65:58,53:51,56:56,55:56,51:62,59:60,59:57,59:59,55:56,52:67,62:68,67:67,66:52,51:51,50:60,74:74,75:75,72:70,67:60,58:60,63:68,70:70,71:70,62:64,69:69,71:72,69:69,64:65,65:62,64:65,67:65,46:46,53:53,58:58,59:59,58:58,49:49,53:53,56:56,44:44,48:48,50:50,51:51,53:56,50:55,62:62,62:60,64:57,53:63,66:66,63
LesterYoung_Dickie'sDream_FINAL.sv;55,51:53,55:60,55:51,53:56,53:55,53:55,60:65,67:50,51:53,56:67,63:53,50:51,55:62,55:63,65:67,65:62,60:63,55:55,57:60,62:62,63:63,60:51,48:48,50:55,56:69,67:63,62:60,56:56,55:65,62:57,60:57,62:65,63:56,58:58,59:59,60:60,69:51,57:57,53:60,67:67,68:68,65:60,57:57,69:67,64:64,62:62,58:58,57:57,55:53,52:52,51:53,53:53,57:60,63:63,67:50,48:48,55:55,55:55,58:58,63:55,62:62,65:55,63:60,54:54,57:57,63:55,48:48,51:51,52:52,54:54,56:56,57:57,58:58,60
LesterYoung_LesterLeapsIn_FINAL.sv;58,55:61,62:55,53:67,65:62,58:55,58:50,53:53,58:65,62:53,55:58,61:60,58:64,65:52,53:58,58:62,60:53,50:50,51:48,50:50,55:65,67:65,61:60,60:62,65:63,65:51,48:70,67:68,65:66,64:64,62:65,63:63,61:49,50:62,63:58,63:55,72:72,70:65,68:61,58:55,54:54,58:55,60:60,62:65,64:54,59:59,64:53,52:55,52:61,57:57,53:58,53:53,53:53,56:56,55:58,64:65,66:58,48:48,51:69,67:70,70:55,47:47,48:58,68:62,61:54,50:51,53:50,50:53,51:51,54:64,52:52,54:64,58:58,57:57,50:55,66:53,57:57,61:61,65:55,55:53,60:60,61:55,49:53,54:54,52:53,46:46,50:51,55:55,70:55,51:51,51:51,49:50,54:62,69:69,58:58,60:63,58:65,58:63,64:66,65:56,58:51,58:65,60:60,55:58,62:62,64:64,66:66,67:67,69:67,66:58,52:52,50:62,59:59,57:57,52:52,57:57,55:55,62:60,64:64,68:68,71:71,72:72,69:53,49:55,50:65,70:70,68:68,67:61,61:61,60:58,56
LesterYoung_SixCatsAndAPrince_FINAL.sv;62,63:53,55:63,64:64,65:55,53:56,53:53,56:61,62:58,55:65,62:67,65:53,58:55,60:54,55:66,67:55,54:65,67:54,53:55,56:65,66:67,68:58,61:65,61:58,58:60,58:62,59:53,53:60,62:63,65:55,58:52,53:60,55:53,54:66,65:55,55:62,58:51,54:58,53:56,60:65,60:63,62:62,57:50,51:51,53:60,61:58,60:62,64:59,56:48,51:67,66:67,70:70,67:67,62:51,52:57,61:60,54:54,60:56,62:62,56:65,63:54,58:58,57:57,55:56,58:58,59:59,62:59,60:60,59:59,55:55,51:62,67:60,56:56,54:60,63:65,54:58,62:55,62:57,50:50,52:53,57:57,60:55,50:54,51:53,60:61,60:53,50:50,48:65,68:68,66:68,67:63,55:58,46:46,47:47,46:46,58:64,66:56,52:52,47:47,48:51,58:64,67:70,71:71,72:72,67:68,69:69,70:70,72:72,60:60,67:68,70:68,62:61,63:62,49:49,51:56,57:57,62:61,55:60,53:55,48:48,50:55,57:63,61
MichaelBrecker_CabinFever_FINAL.sv;65,64:64,63:66,65:63,65:67,66:62,60:67,65:65,62:53,58:63,61:62,63:71,69:63,62:65,63:64,69:71,70:73,71:63,67:69,67:70,72:68,67:69,68:58,55:60,58:61,63:72,71:64,65:56,53:65,67:60,59:62,65:72,70:67,68:69,64:68,71:68,66:61,62:70,67:75,79:58,60:60,56:61,59:60,65:66,63:59,61:64,61:65,61:73,72:66,64:58,59:73,70:67,69:60,62:59,62:65,70:61,58:63,60:72,75:53,50:50,53:52,53:58,56:65,66:72,73:63,66:55,56:56,58:67,62:62,67:70,69:44,46:67,64:54,57:64,62:66,67:63,68:70,70:68,72:53,52:52,51:51,50:67,63:70,73:70,71:71,72:61,56:63,64:62,58:53,51:71,68:69,71:70,66:66,68:68,73:69,65:71,73:62,61:57,60:58,61:59,58:58,53:74,73:64,66:67,70:70,74:54,52:57,59:69,69:79,82:79,80:54,53:51,53:50,48:61,64:64,68:68,70:70,68:68,69:69,73:59,64:66,61:61,65:61,57:58,62:53,57:55,54:57,53:53,60:62,64:65,69:69,72:72,69:69,70:52,54:62,59:63,59:68,65:61,66:46,47:73,73:58,57:59,55:48,46:63,58:71,64:66,69:60,61:62,68:55,51:54,58:65,68:58,54:59,54:75,74:74,72:61,60:50,49:57,55:51,44:69,66:63,69:57,52:59,65:58,63:73,69:69,62:67,60:65,60:60,67:59,67:55,63:56,63:58,64:64,67:56,54:59,56:71,71:66,71:80,44:71,75:53,54:60,63:50,51:51,55:55,52:48,51:46,44:44,68:56,61:53,63:51,48:48,50:58,58:59,63:73,74:74,71:67,73:62,62:61,53:51,49:49,53:70,62:55,60:56,55:55,53:51,54:63,70:60,57:71,74:55,61:64,60:65,53:60,53:54,59:54,61:74,77:77,76:76,75:49,52:52,57:46,45:45,44:44,51:46,53:53,73:71,66:72,76:76,72:70,75:75,73:64,70:74,63:59,57:59,68:62,71:53,70:66,66:57,54:66,60:68,64:47,52:52,50:49,54:59,52:52,59:56,59:54,54:72,74:65,58:72,72:73,68:69,74:70,63:67,72:68,61:62,69:82,68:82,44:46,70:82,45:45,47:47,70:46,67:80,67:82,67:79,83:83,84:84,83:83,82:82,79:80,83:83,79:80,84:84,45:45,46:47,63:66,80:80,80:46,46:47,64:63,55:56,57:54,49:49,51:51,52:54,55:59,60:70,65:61,67:59,69:61,71:64,72:79,74:74,75:56,60:58,52:52,61:55,67:55,62:68,63:62,57:57,65:60,66:66,58:74,68:68,68:57,64:65,59:55,59:67,67:57,58:53,56
MichaelBrecker_Confirmation_FINAL.sv;62,65:69,67:63,62:60,62:64,65:67,66:65,64:62,60:70,69:58,60:65,62:60,58:65,63:67,65:69,70:64,62:62,64:65,67:66,65:67,69:63,65:69,68:72,70:69,69:62,63:70,72:65,69:62,61:64,63:72,69:71,69:66,64:68,67:58,57:61,60:64,61:57,58:67,70:64,67:69,65:57,59:61,64:65,66:61,62:74,72:63,64:69,72:60,63:65,60:61,57:72,71:57,60:73,72:60,61:66,63:68,64:64,60:60,59:59,61:73,71:70,73:65,70:68,69:63,61:63,67:65,61:59,58:57,55:55,57:61,63:58,62:75,73:67,64:67,68:68,66:66,67:55,54:54,63:60,65:70,68:59,57:61,59:70,70:67,63:51,50:72,73:76,75:75,74:73,69:71,70:69,66:62,69:71,71:57,61:61,58:60,57:62,67:66,68:73,75:69,60:70,67:55,58:57,54:65,68:58,61:74,77:72,75:77,75:77,76:60,64:61,65:53,57:69,73:62,58:58,55:63,59:70,74:63,66:70,66:57,53:69,64:55,53:54,55:54,53:53,51:46,45:75,72:54,57:66,69:52,51:50,53:60,69:57,56:59,60:63,60:53,55:66,57:72,74:73,73:59,69:69,58:58,68:66,70:68,65:58,63:69,74:65,53:53,58:53,54:73,74:74,73:70,71:71,72:68,70:69,71:64,57:62,55:54,52:72,72:54,58:60,72:62,53:77,74:77,73:63,54:68,72:65,65:59,54:56,57:69,62:66,62:64,69:63,73:52,55:63,63:72,77:75,76:53,52:50,49:49,48:48,47:47,46:57,62:62,62:62,70:75,75:67,72:57,66:63,57:58,53:57,65:64,72:70,65:63,69:55,63:73,70:53,56:56,68:61,69:53,61:60,71:71,67:54,50:50,55:57,57:53,60:74,69:69,57:62,54:55,62:58,56:56,55:50,48:48,46:45,54:64,66:62,73:74,76:76,76:73,80:80,76:76,73:71,66:72,64:67,60:53,49:49,51:51,54:65,72:72,60:61,73:73,62:62,74:62,57:62,72:62,66:61,67:60,55:55,52:52,54:61,56:56,54:73,77:56,58:61,66:66,72:72,52:72,76:76,81:81,81:81,79:79,77:77,77:69,77:76,74:65,77:70,77:72,66:76,77:77,78:78,76:65,49:49,50:51,53:60,67:45,44:44,69:57,69:65,57:54,62:76,69:74,74:74,75:64,64:69,52:67,71:70,64:61,68:66,61:45,70:52,53:60,68:68,58:62,59:59,62:69,63:58,59:75,77:61,72:58,69:68,71
