id;pitch_bigrams_values
ChrisPotter_Rumples_FINAL.sv;68,68:83,83:69,68:67,68:68,65:68,69:65,66:68,70:68,67:66,69:70,71:71,68:65,68:69,65:63,69:68,66:63,66:66,68:67,65:66,70:68,63:69,66:56,59:63,68:67,66:70,66:70,67:66,65:68,62:63,62:62,61:67,63:73,72:59,63:58,53:53,54:55,56:65,63:66,67:69,70:82,83:65,67:65,64:69,63:69,67:72,68:65,69:70,69:56,57:59,61:61,63:64,61:71,67:67,70:61,64:62,64:71,70:68,71:63,58:62,68:54,58:59,62:77,76:54,59:59,53:59,54:61,69:63,73:70,68:66,63:63,65:66,64:64,60:53,48:66,62:57,54:66,61:64,67:69,71:75,74:64,63:61,62:71,72:65,71:78,79:79,80:80,79:77,78:62,59:68,64:64,66:62,58:58,62:58,55:76,77:80,82:83,82:60,58:57,56:54,57:51,50:47,51:51,54:54,56:56,53:48,49:57,53:52,56:56,58:57,55:63,64:61,57:51,56:56,60:62,57:74,73:73,71:68,73:64,69:71,65:65,62:60,57:65,61:66,59:62,63:63,61:61,56:56,51:60,65:69,62:73,69:64,65:71,75:79,77:78,77:76,75:58,54:74,70:62,69:61,59:70,73:48,56:59,51:73,74:74,71:71,69:71,66:53,49:62,65:68,80:80,80:83,80:83,86:85,83:79,79:64,59:54,63:70,65:62,60:60,59:69,69:63,70:58,57:56,61:61,60:59,52:52,51:50,49:49,47:47,46:46,47:47,47:49,56:53,51:50,52:57,51:60,63:70,74:73,66:66,66:69,72:72,91:91,63:66,71:57,68:64,55:55,67:71,73:73,75:73,61:72,71:71,60:60,61:61,71:58,68:62,62:56,50:50,57:57,49:49,46:46,45:45,49:49,53:53,56:56,56:48,50:50,56:58,56:67,59:59,64:68,61:61,65:62,66:67,69:64,70:69,64:75,78:78,75:75,73:66,78:75,71:67,71:66,58:58,66:61,58:58,52:52,57:57,63:59,67:67,62:64,71:66,74:58,63:57,69:63,56:57,62:55,62:62,73:73,62:62,71:62,56:56,63:63,57:53,62:53,66:70,64:63,51:51,47:51,58:51,45:45,51:58,50:50,54:59,57:51,52:52,54:69,60:60,73:72,73:74,75:75,75:75,76:76,78:79,78:62,55:55,63:63,59:59,72:72,60:60,71:61,52:52,59:51,61:54,49:49,48:56,47:47,57:57,48:49,59:54,50:50,45:45,44:44,59:54,48:48,58:49,60:60,55:55,50:50,59:49,58:59,55:63,60:57,52:56,55:55,59:65,59:67,64:74,74:72,69:70,58:58,69:80,81:81,82:82,68:83,81:81,79:79,82:80,83:86,85:83,85:86,83:83,84:84,88:88,83:82,81:81,78:78,76:77,80:82,80:80,73:73,77:77,73:73,76:78,70:70,77:76,73:72,70:63,63:71,64:64,68:70,63:65,65:57,59
ChrisPotter_Togo_FINAL.sv;67,67:67,65:69,67:70,72:72,70:67,69:65,67:70,69:69,70:65,69:62,65:67,70:60,58:70,67:62,67:65,62:69,65:58,60:74,72:62,62:72,74:60,60:60,62:82,81:81,82:62,60:61,62:67,72:65,65:61,60:69,72:72,69:67,66:72,67:79,81:81,79:67,62:58,62:62,69:72,72:58,61:63,62:69,68:66,67:69,62:77,78:72,62:62,63:57,58:62,58:75,74:74,75:73,70:73,74:58,57:66,69:67,68:69,66:74,73:65,66:70,74:67,74:77,89:58,55:55,58:65,70:75,77:77,73:55,53:55,57:70,65:65,60:73,72:66,62:74,70:69,69:60,61:65,61:66,65:74,76:76,77:79,77:89,77:72,73:60,63:57,57:69,71:55,60:60,55:68,67:68,65:63,67:65,63:58,58:58,59:59,58:59,60:57,55:53,50:50,55:54,55:62,61:64,67:60,64:63,61:67,79:79,74:74,79:73,75:62,72:65,72:79,67:74,67:64,69:82,82:70,73:68,69:76,79:72,76:76,72:77,74:86,89:89,74:74,89:74,77:78,77:63,58:62,57:71,69:67,75:77,75:75,73:63,65:50,60:53,53:57,54:70,62:69,64:64,59:59,63:74,74:81,74:68,63:63,64:67,63:60,59:62,64:74,81:79,82:82,84:84,82:82,74:68,66:58,54:54,60:60,57:69,60:79,50:57,60:64,65:77,79:79,79:79,80:80,79:79,49:49,51:51,52:52,51:51,54:53,55:55,56:56,57:57,59:65,71:71,76:78,84:84,83:83,82:81,83:83,79:81,77:77,81:81,76:76,81:81,81:77,76:70,64:72,79:72,81:81,84:84,85:85,86:89,91:91,77:89,86:89,75:75,89:77,87:87,77:89,76:76,87:87,79:79,88:88,79:79,89:89,84:84,89:89,82:82,79:78,79:82,70:68,70:66,70:73,69:71,73:78,75:75,72:57,81:79,58:62,55
ChuBerry_BodyAndSoul-1_FINAL.sv;65,64:64,62:62,60:66,65:63,63:59,62:50,52:52,50:55,57:60,57:57,59:69,68:68,66:69,67:58,56:60,59:69,71:72,71:71,69:62,59:54,57:57,56:56,59:53,52:67,69:57,60:64,65:65,67:67,65:56,58:53,55:52,55:59,60:60,64:64,67:71,70:70,69:65,69:67,66:59,53:53,54:54,53:59,58:58,57:57,55:64,59:52,54:62,63:63,65:62,64:64,55:55,60:61,63:61,65:60,58:56,61:65,63:63,62:62,61:51,52:56,54:54,63:62,65:52,53:57,52:59,51:51,55:67,71:71,72:68,67:62,66:57,54:52,64:55,54:53,53:50,51:51,53:59,63:63,69:67,64:59,57:57,53:65,65:60,62:60,61:63,61:65,60:63,66:66,68:65,56:61,60:60,56:56,49:49,51:54,56:63,58:58,61:61,59:59,52:52,56:58,59:59,56:62,62:61,69:71,74:74,72:63,64:56,55:55,53:53,51:55,64:69,72:68,71:71,68:57,64
ChuBerry_BodyAndSoul-2_FINAL.sv;69,67:65,68:68,65:65,63:60,59:59,57:72,71:63,64:64,65:59,59:54,57:64,62:67,65:69,72:71,69:64,63:57,59:67,64:55,52:52,51:61,65:65,60:59,58:58,54:50,52:52,54:57,64:62,66:66,69:65,66:66,62:62,57:57,62:62,64:64,66:66,66:66,64:64,61:61,64:62,60:57,72:72,74:74,74:74,69:69,69:72,72:71,67:67,69:69,71:65,64:63,59:59,55:55,57:59,63:63,69:64,60:57,55:52,55:51,54:57,56:56,53:53,69:71,72:64,58:58,64:63,62:62,70:70,63:63,58:58,65:63,61:60,58:58,59:58,56:56,61:54,59:59,61:61,61:61,58:54,51:51,52:52,53:53,52
ColemanHawkins_BodyAndSoul_FINAL.sv;53,56:54,51:58,58:51,53:65,63:63,60:57,54:58,60:60,61:60,58:61,58:54,57:50,54:64,62:60,63:63,61:52,55:51,50:53,54:54,53:53,51:61,60:58,61:58,54:57,60:58,57:51,54:60,57:61,65:55,57:57,50:56,59:63,65:50,53:57,64:69,66:62,64:62,58:62,57:53,58:66,63:50,57:56,53:56,58:61,62:63,58:53,57:56,54:54,49:52,53:50,51:63,66:64,61:54,50:65,65:65,53:51,51:56,49:62,63:59,50:54,58:61,63:57,51:66,65:57,58:49,50:54,56:54,52:62,59:55,52:50,55:63,62:59,62:60,55:53,50:58,59:59,58:58,62:65,62:57,56:68,67:60,60:58,63:57,52:66,69:55,54:58,65:51,58:58,50:58,56:61,61:48,51:51,49:49,51:60,65:48,57:49,53:65,61:56,57:66,64:58,64:58,55:57,63:55,53:57,59:62,60:51,59:59,57:64,63:62,65:50,48:56,60:55,60:51,48:48,53:70,69:69,68:67,66:63,64:72,70:67,64:60,59:50,56:49,58:53,48:60,51:49,52:59,51:54,48:48,46:46,58:58,48:57,48:48,56:61,56:60,62:62,56:61,57:52,49:57,62:59,54:57,69:57,55:62,55:53,55:59,53:49,48:48,60:60,53:51,56:56,52:55,61:61,54:51,52:59,56:53,63:51,70:60,68:62,68:68,61:56,70:68,65:60,52:56,62:64,53:56,61:63,53:61,59:59,59:52,56:56,72:70,68:64,65:50,52:53,52:52,57:52,54:62,69:64,60:59,69:69,67:67,58:58,66:66,62:54,55:55,64:55,62:59,55:52,51:51,66:66,57:64,68:68,66:56,50:59,65:63,70:70,70:70,75:75,58:64,71:71,76:76,70:70,64:64,58:65,70:70,77:77,70:70,65:65,60:58,72:70,67:56,55:63,63:65,66:53,60:55,59:59,52:55,51:58,51
ColemanHawkins_It'sOnlyAPapermoon_FINAL.sv;60,58:55,53:58,57:64,65:65,63:61,60:58,60:60,62:62,63:65,62:62,65:57,60:60,55:55,57:63,60:62,60:57,55:52,53:61,62:53,54:67,65:53,55:56,57:50,53:57,58:53,50:51,52:52,61:60,64:65,64:58,55:64,60:60,61:57,52:60,57:54,56:63,64:66,68:68,69:70,72:65,66:62,55:55,48:50,51:67,68:64,62:54,53:53,52:52,55:57,65:53,57:66,64:60,65:63,61:65,60:53,60:53,56:57,61:64,61:47,49:49,51:51,53:56,58:64,66:69,70:72,70:72,69:69,67:66,65:48,53:55,56:57,57:55,50:53,53:64,64:64,63:60,60:62,67:69,64:60,67:53,58:64,67:67,64:53,64:55,58:55,52:57,59:59,60:53,62:62,61:63,62:62,53:58,56:65,67:68,62:60,59:59,66:68,66:50,60:52,50:50,48:48,50:57,53:56,50:56,59:59,62:62,64:65,57:61,64:61,57:61,63:63,52:55,60:61,67:60,56:48,52:57,50:50,52:52,57:57,56:56,55:55,54:52,51:51,65:63,65:65,61:60,53:61,58:53,51:56,60
ColemanHawkins_MyBlueHeaven_FINAL.sv;63,60:60,62:62,63:66,67:63,65:63,62:62,60:58,60:67,63:65,63:60,60:67,68:60,63:67,65:60,58:68,67:61,62:66,63:60,55:65,67:70,68:65,66:67,66:63,63:63,67:68,66:60,66:55,59:58,56:56,55:55,58:67,67:67,70:60,57:63,61:61,63:60,61:69,67:68,70:63,66:55,60:59,67:60,56:56,58:62,61:61,58:58,55:55,53:53,52:52,61:61,60:58,57:57,55:55,65:68,69:69,70:70,63:57,61:60,54:54,58:58,54:54,53:53,58:60,69:69,72:72,68:67,69:66,65:65,60:62,68:70,69:66,70:70,65:62,59:59,58:55,63:59,60:65,64:64,63:57,58:60,64:64,73:73,72:72,73:73,74:74,73:73,67:63,55:63,58:58,61
ColemanHawkins_Perdido_FINAL.sv;62,63:63,62:62,61:65,63:64,62:62,65:67,65:61,62:65,64:62,60:55,58:58,57:60,58:58,55:60,55:55,53:61,60:57,55:63,65:65,67:60,59:60,62:63,60:55,54:53,51:51,50:59,60:62,64:55,57:64,65:65,62:58,60:63,64:57,58:60,63:63,67:67,63:65,66:65,65:53,58:58,62:58,61:56,57:55,55:54,55:50,53:53,55:58,53:58,59:55,59:67,70:70,67:59,58:69,70:70,69:69,67:67,66:57,62:65,70:63,61:71,74:66,65:64,63:62,58:61,58:60,61:58,58:59,62:65,59:66,63:59,55:55,52:50,51:55,62:55,51:50,48:64,61:63,71:72,70:70,71:55,60:74,72:71,68:66,69:69,66:53,62:55,56:57,56:56,55:54,53:53,65:64,59:59,56:58,54:53,61:61,55:52,50:57,67:51,48:48,50:52,53:53,54:54,64:59,69:54,57:54,58:62,67:66,67:66,62:60,57:54,52:52,60:51,56:50,55:48,53:48,46:46,46:46,47:47,58:59,53:53,56:56,53:53,48:48,51:51,55:57,63:70,65:61,63:53,63:74,73:73,72:62,72:71,67:69,65:65,69:67,64:60,65:70,62:65,58:62,55:60,60:51,51:51,65:57,61:61,67:65,55:66,57:59,57:57,59:64,69:69,71:72,74:74,71:68,71:71,65:61,70:53,50:51,52:52,55:57,66:63,55:67,69:69,76:76,77:77,75:75,65:72,65:62,57:62,66:70,72:72,69:66,64:61,72:72,71:68,69:70,54:57,60:63,63:71,64
ColemanHawkins_SophisticatedLady_FINAL.sv;60,61:63,60:62,63:55,56:61,63:58,56:63,62:56,58:58,60:60,58:51,53:65,64:61,62:62,60:65,63:63,61:56,60:60,63:52,53:61,60:60,62:61,58:63,65:56,55:59,62:64,65:53,55:57,58:65,66:64,62:51,52:53,56:62,64:53,54:54,55:63,64:66,65:52,54:67,65:52,51:53,51:63,55:58,57:55,59:60,56:55,52:64,63:66,67:54,53:60,65:60,57:65,61:58,61:57,60:53,58:58,55:60,59:56,57:56,54:67,66:66,63:55,57:65,60:59,60:68,70:60,55:55,51:53,52:58,53:62,67:63,63:58,59:62,61:50,52:61,64:57,52:64,66:54,52:64,60:52,56:67,68:56,59:55,58:68,65:64,61:53,48:54,50:50,51:65,62:62,56:68,67:56,61:56,53:55,53:49,48:48,47:57,55:54,51:51,55:59,57:67,69:69,67:54,57:57,54:62,58:61,53:58,51:66,68:64,57:63,66:57,65:62,65:58,67:66,64:67,63:64,56:70,68:56,52:65,68:62,53:52,61:65,54:60,66:48,51:56,65:57,56:66,61:58,54:56,64:55,63:55,68:64,58:56,51:56,63:60,67:60,51:48,50:55,55:54,63:59,50:50,49:47,52:51,49:47,57:59,64:59,58:58,50:52,52:51,56:58,65:52,57:54,61:60,64:68,66:61,55:55,54:51,51:62,55:51,50:50,55:63,58:61,56:64,67:67,71:71,74:74,67:70,67:58,64:51,59:55,50:62,66:66,69:69,66:66,62:57,57:57,59:67,64:57,64:63,57:57,62:62,59:65,67:70,72:72,69:69,70:70,53:59,63:58,62:62,54:57,61:58,63:63,59:55,66:54,56:62,68:68,64:52,58:60,53
ColemanHawkins_Stompin'AtTheSavoy_FINAL.sv;60,61:65,64:63,61:61,60:61,63:63,65:62,63:64,65:64,61:56,58:58,61:61,58:61,56:53,56:58,55:57,58:56,53:68,65:65,63:63,64:65,66:65,61:61,57:57,54:54,52:52,53:58,56:55,56:60,56:64,62:53,58:54,53:63,60:56,54:61,62:58,60:56,61:63,62:56,57:58,59:59,60:62,65:66,64:61,61:65,68:59,56:63,63:67,68:65,60:64,63:68,70:66,63:56,55:55,59:56,59:59,62:60,58:58,54:53,51:51,50:54,57:60,65:61,64:61,68:68,66:65,67:57,65:61,69:54,55:70,68:58,63:66,65:60,63:58,58:59,63:62,61:56,56:60,59:50,52:52,54:57,60:50,59:54,59:57,59:59,61:61,66:57,56:61,59:59,69:69,67:67,59:59,66:66,57:68,64:69,70:70,71:71,72:72,68:55,64:60,57:53,54:53,59:59,64:66,67:68,61:62,58:58,62:59,58:56,68:63,68:70,72:72,72:72,73:73,73:73,67:68,63:61,54:55,53:53,49:49,49:49,57:55,52:69,68:68,67:67,66:64,66:62,57:52,57:61,65:67,65:66,61:62,60:60,55:55,54:54,58:56,60
DavidLiebman_NoGreaterLove_FINAL.sv;62,63:63,65:60,62:56,55:55,56:57,58:56,58:69,70:58,60:65,67:68,67:62,59:44,45:45,44:63,62:66,64:64,69:61,58:62,61:67,68:62,65:67,69:69,68:65,62:61,62:64,63:63,58:64,65:65,66:58,59:70,72:72,70:70,69:69,67:67,66:53,57:68,69:62,58:67,63:62,64:58,62:60,63:61,64:58,56:56,57:58,61:65,64:63,61:58,64:63,59:54,56:58,54:64,62:50,54:54,57:68,70:72,73:66,65:74,73:70,65:73,72:69,66:66,61:50,48:57,62:74,72:54,54:54,53:65,69:58,63:59,62:63,60:70,74:55,51:60,58:68,66:65,63:59,68:74,74:56,61:61,61:61,66:66,66:64,56:56,59:59,61:64,66:69,63:66,63:59,54:59,60:60,61:54,52:52,49:49,52:52,69:63,64:61,60:60,59:59,58:55,50:54,60:62,50:50,51:51,53:66,54:66,67:68,56:59,63:63,66:66,68:70,57:69,71:71,72:73,70:70,66:65,68:67,79:79,80:80,81:81,80:80,68:66,75:75,79:79,76:76,58:58,74:73,63:65,72:72,67:65,44:44,51:51,52:52,53:69,64:69,72:72,69:61,59:59,57:57,50:48,50:50,55:72,74:72,71:71,70:61,57:57,54:53,60:65,60:64,67:69,62:59,53:57,52:52,56:63,70:70,68:67,60:63,67:59,50:48,69:69,54:54,55:55,57:60,65:72,59:59,66:66,55:55,61:58,57:57,55:51,49:49,50:57,60:62,66:66,69:66,60:58,46:46,44:44,46:46,48:48,56:56,63:68,64:64,73:73,71:71,73:73,61:61,69:67,62:63,57:69,65:59,55:51,56:67,70:70,70:70,67:62,60:60,60:58,58:58,55:55,55:55,54:53,52
DavidLiebman_SecretLove_FINAL.sv;63,65:65,67:63,63:61,59:63,67:67,65:60,63:68,67:65,63:64,61:66,64:67,70:67,63:61,63:59,57:59,54:55,58:61,64:58,60:71,73:62,61:54,52:49,48:70,68:58,61:64,69:69,71:57,58:66,68:61,58:58,56:58,63:58,67:62,63:54,49:60,65:65,70:60,58:56,58:70,72:64,62:67,67:69,70:57,54:64,59:68,66:64,63:65,62:51,49:55,56:61,66:48,53:53,58:60,62:58,53:53,48:58,55:67,68:68,70:63,64:65,66:65,61:58,54:54,53:52,51:59,55:63,62:47,46:46,45:48,49:73,74:62,59:59,64:64,66:66,61:70,66:63,61:56,55:56,60:66,62:63,60:60,61:56,54:70,65:67,60:52,58:62,60:65,60:55,51:51,58:72,74:66,70:67,66:66,65:53,52:51,53:63,59:63,58:54,51:51,55:70,69:70,63:59,61:69,66:48,47:45,46:49,52:73,69:69,64:57,51:66,69:46,47:74,73:73,71:65,64:53,50:67,79:77,70:70,71:68,69:58,58:61,57:52,59:47,59:59,52:55,57:56,57:63,66:59,56:59,58:54,57:62,64:72,75:73,73:62,58:67,56:56,65:65,55:55,60:60,51:49,50:50,58:63,54:54,61:64,55:67,61:61,56:65,48:48,52:58,50:50,42:42,46:46,53:58,59:59,65:51,48:48,51:74,55:73,66:68,60:53,55:55,61:58,62:62,65:74,70:61,68:68,64:57,57:57,59:53,49:46,46:45,48:52,57:49,47:46,48:49,51:48,46:47,48:49,55:55,59:59,62:62,67:70,73:71,65:57,53:50,51:79,78:78,77:69,68:67,78:78,79:79,77:70,77:77,63:71,69:58,68:70,70:70,58:67,58:63,74:74,75:75,63:71,66:52,56:58,66:52,50:50,47:52,55:73,67:67,64:51,56:51,46:46,63:68,59:70,57:57,63:70,74:73,72:72,71:71,68:48,54:54,58:58,51:51,65:72,63:48,60:72,60:53,46:47,47:52,64:73,61:53,56:56,68:68,68:65,65:62,62:61,61:59,59:70,54:57,61:64,60:64,67:67,69:57,62:49,54:52,54:54,56:58,64:68,72:75,72:75,71:71,70:67,62:62,70:66,63:57,52:54,48:48,68:79,80:80,79:79,62:69,73:74,61:56,53:50,49:46,62:52,60:61,60:60,59:56,52:51,50:50,70:67,73:74,64:52,49:49,56
DavidLiebman_ThereWillNeverBeAnotherYou_FINAL.sv;63,65:65,67:62,63:64,63:67,70:63,58:56,56:58,62:68,71:63,61:62,65:65,62:58,63:58,60:66,65:61,59:55,58:56,58:66,61:65,64:51,51:65,63:63,63:63,59:61,62:62,58:54,53:52,51:67,68:67,65:51,53:63,67:59,56:66,63:60,58:67,66:58,61:53,55:53,52:57,58:71,69:70,67:58,59:59,63:63,62:62,62:70,65:69,66:55,51:59,58:69,72:69,70:56,59:56,55:62,64:58,54:72,73:71,73:70,63:72,70:61,58:51,55:60,63:59,64:70,70:71,70:61,61:65,66:63,68:68,66:61,66:67,69:58,53:61,64:64,59:59,54:55,54:66,62:54,57:62,59:59,57:61,60:60,61:61,65:65,68:68,67:58,55:70,72:73,72:72,71:51,54:64,62:71,74:74,75:67,63:70,69:58,65:65,65:65,55:62,61:56,54:53,51:65,61:53,48:55,57:73,71:63,66:66,64:62,60:58,58:68,69:59,55:51,56:57,59:58,67:53,50:55,56:59,61:71,66:64,66:57,62:68,72:72,68:68,68:70,66:55,50:50,53:75,73:73,70:64,65:67,62:65,60:48,51:52,55:63,70:70,58:46,63:70,71:60,62:53,58:65,70:60,65:65,58:74,70:71,79:79,68:80,79:79,76:75,74:74,72:69,68:61,63:54,50:68,61:61,68:73,74:74,73:55,49:49,53:56,57:72,69:70,60:62,67:50,48:48,55:55,52:52,53:64,68:54,56:51,50:50,49:49,48:48,62:64,58:54,55:55,63:69,65:58,64:67,71:75,71:71,75:73,68:63,69:58,69:59,53:51,58:51,49:49,49:49,51:53,49:49,54:58,52:66,69:69,71:71,64:58,46:58,51:51,47:47,46:46,49:49,50:50,52:52,54:62,66:66,70:72,74:74,57:62,56:67,64:64,60:60,47:47,51:54,51:54,59:57,64:63,64:63,56:59,68:60,59:59,65:67,60:51,46:54,69:69,74:70,74:75,68:68,79:79,80:76,77:77,75:72,67:60,55:53,46:46,53:67,72:70,64:64,57:57,56:66,60:62,70:70,62:54,61:59,71:71,67:64,71:64,56:59,62:50,56:61,67:73,66:66,71:71,72:68,64:53,53:55,55:60,60:67,67:70,73:73,67:68,74:74,71:75,67:69,79:79,81:81,76:76,83:83,80:76,75:55,53:48,50:50,46:46,45:45,47:47,49:49,52:61,57:57,53:53,59:60,51:50,51:53,56:50,55:57,63:66,68:68,65:58,56:70,75:75,75:74,74:73,73:72,72:71,71:70,68:66,66:64,64:64,61:59,59:54,52
DavidMurray_AskMeNow_FINAL.sv;58,56:51,53:63,65:60,58:63,61:61,63:72,70:65,64:56,58:58,63:48,46:46,51:65,61:51,58:64,63:53,54:65,60:62,60:65,63:63,60:70,72:51,48:60,63:70,68:66,65:61,60:53,51:71,69:56,57:73,70:61,56:56,51:54,56:58,60:51,51:72,68:68,70:48,51:56,60:72,73:73,72:63,62:51,54:58,61:67,63:70,73:75,73:70,67:69,71:64,61:50,48:67,70:73,71:54,53:53,56:63,70:68,67:60,59:59,57:57,59:57,52:70,66:60,61:60,62:58,54:54,55:55,53:53,48:51,70:70,63:63,58:60,53:53,58:56,48:60,65:63,72:70,65:58,72:68,66:62,61:56,53:54,51:58,55:55,56:63,71:69,69:69,67:63,56:57,64:61,70:70,71:71,71:71,65:61,68:68,63:56,56:56,76:76,75:67,69:71,64:64,65:64,64:61,58:58,53:53,50:53,55:55,58:58,62:62,67:70,74:74,70:71,73:69,66:66,64:64,59:59,54:53,53:70,75:75,74:74,72:67,65:59,52:52,56:59,64:64,62:57,57:52,53:53,52:52,50:50,51:54,58:56,63:61,72:51,45:45,58:56,46:46,50:48,44:44,46:46,48:48,49:49,51:52,52:52,51:60,60:60,57:57,58:61,65:65,67:67,68:63,75:75,83:83,75:68,65:64,68:68,64:63,63
DavidMurray_BluesForTwo-1_FINAL.sv;58,58:58,60:61,58:63,61:58,56:64,63:70,68:63,65:67,70:56,58:63,62:67,65:70,71:65,63:60,58:72,70:65,64:62,61:61,63:52,51:55,58:60,61:61,62:62,65:66,67:60,63:70,67:62,58:53,49:72,73:58,59:60,62:51,53:58,55:51,52:53,55:55,53:68,70:63,67:58,63:62,63:49,53:70,72:61,60:65,62:68,67:71,72:73,72:68,65:53,52:50,51:67,66:54,55:63,60:55,56:67,68:65,61:70,70:65,65:65,68:71,70:64,65:63,63:56,53:66,65:72,71:65,66:68,71:53,51:60,60:65,67:63,64:64,61:71,73:75,70:49,50:62,60:71,68:56,60:76,77:75,71:71,75:65,60:59,58:65,70:58,62:58,61:74,75:57,58:73,70:50,53:65,72:75,74:74,72:58,57:53,56:75,76:71,67:53,54:67,63:56,55:63,59:60,65:68,60:63,70:55,54:56,57:58,53:62,64:73,74:68,63:53,53:51,49:52,50:51,51:68,66:61,56:56,54:72,67:71,74:57,53:78,80:73,75:77,76:67,72:72,72:67,62:64,60:88,89:58,72:48,51:54,53:51,50:73,71:53,58:59,56:58,64:59,61:70,66:60,57:70,65:44,51:60,55:70,74:74,67:58,76:77,78:70,69:67,71:63,66:66,64:60,67:61,65:60,64:63,58:54,56:54,51:53,50:59,64:60,70:67,73:76,78:79,80:87,88:69,70:66,68:64,62:51,48:51,58:70,63:70,64:80,84:79,75:75,77:77,75:74,71:55,57:69,67:57,60:51,56:61,64:84,75:71,64:72,69:71,69:68,58:51,55:58,65:56,63:50,55:51,66:68,62:58,75:70,60:50,72:52,53:50,46:46,44:51,60:55,44:44,50:53,60:55,55:67,67:74,73:80,73:76,75:75,73:69,68:68,61:74,74:77,67:67,75:75,63:66,70:58,51:55,50:64,58:53,57:57,54:50,49:49,48:48,50:52,54:62,68:72,68:71,65:61,44:44,58:59,60:60,44:44,56:60,68:73,77:77,73:78,79:79,77:76,79:80,79:79,82:82,85:85,84:84,87:87,87:89,88:89,86:86,87:87,84:84,88:88,84:84,85:85,74:74,76:76,74:75,72:73,63:63,68:68,69:66,63:53,48:60,56:56,62:63,53:71,71:62,67:57,69:69,86:86,91:91,66:70,75:75,78:84,83:83,87:89,87:87,77:80,77:77,79:77,77:67,64:57,56:53,46:46,50:72,75:61,75:75,67:64,69:67,60:62,59:59,55:58,54:56,52:52,55:53,64:64,59:59,63:70,77:77,44:61,67:70,76:78,81:81,84:84,84:70,79:66,71:64,64:69,58:69,71:69,65:57,52:50,50:60,66:66,66:56,56:77,80:80,75:76,73:73,76:76,72:63,72:72,66:65,73:64,68:68,68:59,68:71,59:59,66:59,57:57,55:67,69:69,73:61,61:72,65:56,48:48,56:51,63:59,52:52,58:56,46:46,48:48,49:49,51:55,52:52,52:50,52:62,79:79,67:72,79:73,67:60,59:58,70:50,58
DavidMurray_BluesForTwo-2_FINAL.sv;63,61:63,65:61,63:65,63:61,58:58,56:67,63:65,66:53,58:51,52:52,53:69,71:66,65:62,63:66,67:55,52:52,51:51,50:50,53:58,54:54,55:56,58:75,76:76,70:70,67:67,69:71,67:65,65:61,62:65,61:58,61:58,60:60,58:58,53:58,55:58,57:57,58:55,53:53,74:74,75:75,69:71,63:63,60:60,62:62,58:58,58:56,51:52,48:48,51:58,62:63,52:53,52:53,65:65,51:53,67:65,68:68,67:67,70:70,72:72,73:73,72:72,70:70,66:67,65:58,63:63,64:64,61:56,60:60,61:55,56:56,55:52,54:54,53
DavidMurray_BodyAndSoul-1_FINAL.sv;58,56:65,61:56,58:51,58:60,56:70,68:60,58:58,59:66,65:68,70:68,65:58,60:61,63:46,51:58,63:72,68:63,60:73,71:63,61:61,59:65,60:75,73:68,68:69,70:76,77:77,76:69,66:49,51:63,65:70,71:71,70:70,66:56,54:54,53:53,49:61,58:56,53:65,63:56,63:68,66:56,51:62,61:70,69:61,62:66,67:66,64:54,57:51,53:53,54:65,68:61,66:59,57:51,46:68,72:72,73:73,72:66,68:71,73:75,77:58,53:58,51:73,75:70,61:70,72:61,56:59,60:60,59:72,71:71,72:61,68:64,61:68,69:67,68:74,72:63,71:68,63:54,56:60,70:68,61:63,56:66,63:57,56:58,54:63,70:72,70:64,68:59,64:58,55:73,70:61,65:56,60:53,56:67,65:65,66:52,51:63,62:59,65:65,70:51,48:56,56:56,61:59,58:59,63:63,66:74,76:76,74:77,75:78,75:75,76:71,75:57,58:60,63:71,62:62,64:64,66:66,71:71,69:59,54:50,50:57,53:57,62:69,68:73,74:59,51:51,52:52,58:48,46:71,68:72,72:53,58:78,79:79,78:85,87:46,48:48,49:60,61:68,60:58,70:63,59:65,71:71,64:66,59:64,58:55,56:53,48:48,51:53,61:54,71:66,75:77,73:73,61:60,53:53,46:63,68:66,70:70,67:55,48:48,52:51,50:50,59:53,60:48,73:73,73:68,58:59,59:59,69:61,61:62,56:56,59:60,51:61,60:67,69:70,74:75,78:76,71:51,57:63,63:62,62:66,69:59,66:57,59:57,50:50,49:49,50:50,52:52,59:56,73:71,66:67,66:68,71:72,74:74,71:53,50:50,53:53,57:62,69:69,65:65,62:62,73:71,74:74,77:62,74:72,60:71,67:67,62:62,65:63,64:64,64:64,65:62,58:59,52:56,57:59,61:51,59:46,45:45,44:44,58:64,67:74,75:75,60:60,65:65,65:61,72:58,64:64,75:76,68:68,74:74,73:77,61:61,78:78,76:76,72:72,65:61,57:57,63:63,80:80,82:82,82:82,83:83,83:83,75:75,83:83,85:87,88:88,85:87,84:84,78:72,63:68,67:51,60:60,60:53,51:49,48
