Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,(Normalised) Trill Speed
Trill779.wav,142,70,Bb Without octave key (side key),0010100000000_0000000001,80,G# With octave key (default),1010111000000_0000000000,1.972192267634422
Trill780.wav,133,74,D With octave key,1010110000000_1100100000,85,C# With octave key,1000000000000_0000000000,2.3202585659769634
Trill781.wav,136,78,F# With octave key (main),1010110000000_0100000000,89,High F (front),1100100000000_0000000000,1.8283407595137724
Trill637.wav,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,5.725958582812315
Trill643.wav,126,58,Low Bb,0010110001000_1100101000,61,Low C#,0010110100000_1100101000,0.7082672819762899
Trill644.wav,120,85,C# With octave key,1000000000000_0000000000,87,High Eb,1000000000011_0000000000,6.346741308858199
Trill645.wav,124,73,C# Without octave key,0000000000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000,2.1103979420800494
Trill646.wav,118,78,F# With octave key (Chromatic),1010110000000_1001000000,84,C With octave key,1000100000000_0000000000,3.0967557789629625
Trill647.wav,128,82,Bb With octave key (side key),1010100000000_0000000001,85,C# With octave key,1000000000000_0000000000,5.397235751844108
Trill648.wav,125,63,Eb Without octave key,0010110000000_1100110000,74,D With octave key,1010110000000_1100100000,1.0892196629286708
Trill649.wav,118,77,F With octave key,1010110000000_1000000000,84,C With octave key,1000100000000_0000000000,3.834035009960363
Trill650.wav,128,82,Bb With octave key (side key),1010100000000_0000000001,84,C With octave key,1000100000000_0000000000,4.94901622692259
Trill651.wav,127,65,F Without octave key,0010110000000_1000000000,74,D With octave key,1010110000000_1100100000,1.4136311430963588
Trill652.wav,119,87,High Eb,1000000000011_0000000000,90,High F# (front),1100100000000_0010000000,1.5166203387823758
Trill653.wav,125,66,F# Without octave key (main),0010110000000_0100000000,76,E With octave key,1010110000000_1100000000,1.5264979602521154
